title,authors,year,reference_count,total_citation,abstract,keywords,type"Winners and Losers: The New Map of Economic Inequality in the European Union",Mick Dunford;Peter Sjøholt;Neil Ravenscroft;Stephen Young;Neil Hood;Alan Wilson;Inga Lena Grønlund;Tatyana Nefedova;Vladimir Baláz;Stephen Fothergill;Tim Unwin;Eike Schamp;Rachel Macdonald;Markus Hesse;,1994,22,61,"This article examines some of the main features and causes of the changing geography of inequality and unequal development in the European Union (EU). The main spatial inequalities in the EU and the wider Europe are outlined, as are some of the trends in regional inequality since the early 1960s and their relation to economic performance. Considerable emphasis is placed on evidence of the dysfunctionality of wide inequalities for economic development, and it is argued that a neo-liberal programme of market integration and an intensification of competition for investment creates a zero-sum gain in which the gains of the winners are often at the expense of the losers. An initial attempt is made to identify some of the winners and losers of the late 1970s and 1980s and to identify some of the factors that help explain why some regions were more successful than others.",,"Research Article"
"Attraction, Competition and Regional Development in Europe",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,49,12,"This paper deals with one particular representation of the increasing interest in regional issues in contemporary Europe: the proliferation of academic studies and consultancy reports aiming to assess the attractiveness and competitiveness of cities and regions. At the heart of the paper is a review of a number of such studies. Some of them set out to identify the 'hottest' regions for investors, often presenting their results in various forms of rankings or league tables. Others try to identify systemic transformation in the overall patterns of urban and regional change in Europe. Most studies, however, regardless of whether they see regional development as primarily driven by endogenous or exogenous processes, focus on the regions' set of factor endowments : the more richly endowed a region is, the greater is its chance to prosper in a situation where regions are seen to be engaged in a European - or even global - competition over development opportunities. In the latter part of the paper, we challenge this view. With reference to current research on industrial dynamics, we argue that sustainable regional strength is built on a continuously upgraded knowledge base, rather than on general factor endowments. Furthermore, we question the validity of the metaphor according to which regions compete with each other to develop.",,"Research Article"
"Interprovincial Inequalities in Spain,1955-91",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,11,1,"",,"Other"
"Lloyd's of London: Some Urban and Regional Implications of (Re)Insurance Losses",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,24,1,"",,"Other"
"A Geography of Recent, Regional Polish Unemployment",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,19,5,"",,"Other"
"The Impact of Peripherality Upon Trade Patterns in the European Union",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,11,6,"",,"Other"
"Book Reviews: Nadine Cattan, Denise Pumain, Celine Rozenblat, Therese Saint-Julien LE SYSTÈME DES VILLES EUROPÉENNES: Anthropos, Paris (Collection VILLES), 1994, pp. 201, 175F, ISBN 2-7178-2605-X",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,4,0,"",,"Review Article"
"Book Reviews: Urlan A. Wannop the Regional Imperative: Regional Planning and Governance in Britain, Europe and the United States: Jessica Kingsley Publishers, London, 1995, pp. 441, Pbk £25.00, ISBN 1-85302-292-6",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,0,0,"",,"Review Article"
"Book Reviews: P. Healey, S. Cameron, S. Graham and A. Madani-Pour (eds) MANAGING CITIES: THE NEW URBAN CONTEXT: John Wiley, London, 1995, pp. x + 322, Pbk £14.95, ISBN 0-471-95533-7",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,2,1,"",,"Review Article"
"Book Reviews: Feng Li The Geography of Business Information: Wiley, Chichester, 1995, pp. 245, Hbk £35.00, ISBN 0-471-94939-6",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,2,0,"",,"Review Article"
"Book Reviews: B. van der Knaap and R. Le Heron (eds) HUMAN RESOURCES AND INDUSTRIAL SPACES: A PERSPECTIVE ON GLOBALIZATION AND LOCALIZATION: John wiley, New York, 1995, pp. 245, £35.00 (Hbk), ISBN 0-471-95272-9",Allan M. Williams;Robert Hassink;Gérard Bordenave;Yannick Lung;Göran Hallin;Anders Malmberg;José Villaverde Castro;Jane Pollard;Mike Ingham;Keith Grime;Jan Kowalski;Richard S. Mack;David S. Jacobson;Lila Leontidou;Benito Giordano;Rob Imrie;Neil Coe;Jane Pollard;,1996,2,0,"",,"Review Article"
"Towards an Integrated Automotive Industry in Europe: A'Merging Filiere' Perspective",Arnoud Lagendijk;Reiner Martin;Mathias Schulze Steinen;Anna Bull;Susan Milner;Adrian Smith;Dimitri Economou;Wisla Surazska;Roger Bivand;Russell King;Pertti Koistinen;Mark Wise;Philip Crang;Stephen Syrett;Leigh Sparks,1997,51,32,"Economic integration and technological developments are offering new opportunities for the automotive industry in Europe. Understanding and grasping such opportunities is crucial for improving Europe's competitive position in the global car market. This article explores this issue by embarking on a historical analysis of the European automotive production system applying the filiere concept. In doing so, the analysis focuses on internal relationships within the production chain as well as on the sociopolitical embedding of production. The main argument put forward is that enhanced innovative capabilities and competitive performance require more than the implementation of lean strategies within the existing business structure. Despite the intensive restructuring undertaken over the last decade, it seems that the industry is not fully exploiting the opportunities offered by market integration in Europe. This stagnation is attributed primarily to the vested interests of the major carmakers in retaining the present organizational structure and their political influence. The article develops a 'merging filiere' perspective which involves, besides genuine internationalization at various stages of the production chain, a more substantial shift in the responsibilities for design and production from carmakers to main suppliers and a certain detachment of producers from their home environment. The last section of the article focuses on the role of European policy. It is argued that the European Commission should set more distance between itself and the large carmakers and adopt a more favourable attitude towards the independent component industries.",,"Research Article"
"State Aid, Regional Policy and Locational Competition in the European Union",Arnoud Lagendijk;Reiner Martin;Mathias Schulze Steinen;Anna Bull;Susan Milner;Adrian Smith;Dimitri Economou;Wisla Surazska;Roger Bivand;Russell King;Pertti Koistinen;Mark Wise;Philip Crang;Stephen Syrett;Leigh Sparks;Costis Hadjimichalis;,1997,26,13,"In this article we show that there are inconsistencies between European regional policy and national state-aid policies. Arguing within a locational competition framework, we differentiate between the macro and the micro-level. On the macro-level, encompassing for example infrastructure and education, the European periphery is clearly disadvantaged vis-a-vis the core member states. On the micro-level, focusing on direct support to the productive sector, European state-aid regulations establish a hierarchy. According to Article 92 of the EC Treaty, least-favoured regions and regions in industrial decline are allowed to use region-specific state aid in order to attract mobile factors of production. All other regions are only allowed to use horizontal state aid. In the empirical analysis we show, however, that this privilege is not reflected in higher state-aid expenditure levels of the periphery vis-a-vis the core. This is mainly due to the limited budgetary possibilities of the peripheral member states. The present spatial pattern of expenditures reduces the prospects for cohesion and the efficiency of regional policy, and it leads to a waste of resources. The aggregate amount of state aid in Europe, as well as the market distortions induced by this state aid, is unnecessarily inflated. We therefore argue in favour of a tightening of state-aid regulations for the core countries and suggest a further concentration of EU resources in the periphery.",,"Research Article"
"Local Identities and Territorial Politics in Italy and France",Arnoud Lagendijk;Reiner Martin;Mathias Schulze Steinen;Anna Bull;Susan Milner;Adrian Smith;Dimitri Economou;Wisla Surazska;Roger Bivand;Russell King;Pertti Koistinen;Mark Wise;Philip Crang;Stephen Syrett;Leigh Sparks;Costis Hadjimichalis;,1997,33,1,"This article compares two areas, Sesto San Giovanni near Milan and V6nissieux near Lyon, which until recently were characterized by a working-class culture and a communist identity, which in turn stemmed from a concentration of large-scale heavy industry and the presence of powerful trade unions. Both areas have gone through a process of severe de-in-dustrialization and deep social change, accompanied by significant political developments. The article examines the effects these changes have had upon the two localities, both from the point of view of social identities and of the role and orientations of local political actors. Research findings in both towns indicate that there is a congruence between underlying social identities and the specific solutions attempted by the main political actors to deal with de-industrialization. In Sesto, the Communist Party and the left-dominated council have reacted to a weakening of the communist subculture by shedding their traditional proletarian image. They are keen to promote the development of small-scale industry, relying on the resilience and vitality of the family and social networks. In Venissieux the social situation is closer to 'anomie', while the left subculture is closing ranks and adopting a defensive stance. The local council relies on central government for large-scale schemes of urban regeneration. Nation-specific patterns of political behaviour and socioeconomic development prevail over crossnational similarities. A common phase as urban conurbations dominated by a small number of large corporations and as centres of trade-union militancy and communist culture has given way to contrasting scenarios.",,"Research Article"
"Constructing Capitalism?: Small and Medium Enterprises, Industrial Districts and Regional Policy in Slovakia",Arnoud Lagendijk;Reiner Martin;Mathias Schulze Steinen;Anna Bull;Susan Milner;Adrian Smith;Dimitri Economou;Wisla Surazska;Roger Bivand;Russell King;Pertti Koistinen;Mark Wise;Philip Crang;Stephen Syrett;Leigh Sparks;Costis Hadjimichalis;,1997,71,13,"This article examines the process of SME development and regional development in the context of Slovakia. It argues that SME development is not resulting in capitalist development which mirrors that of the industrial district model. The argument is developed through considering the concrete experience of SME development and institutional innovation in two regions in central Slovakia, partly drawing upon the results of a survey of SMEs in the manufacturing sector. I argue that there has only been a limited development of SMEs and that they retain a marginal role in regional economic restructuring even though significant resources have been devoted to the construction of local industrial districts. I argue that we are witnessing the emergence of localized competition (rather than cooperation) between small firms, between small and large locally dominant companies, and between small productive capital and finance capital. This experience suggests that we need to reconsider the suitability of 'western' development discourses in the context of transformation in Central and Eastern Europe.",,"Research Article"
"The Impact of the First Community Support Framework for Greece: The Anatomy of Failure",Arnoud Lagendijk;Reiner Martin;Mathias Schulze Steinen;Anna Bull;Susan Milner;Adrian Smith;Dimitri Economou;Wisla Surazska;Roger Bivand;Russell King;Pertti Koistinen;Mark Wise;Philip Crang;Stephen Syrett;Leigh Sparks;Costis Hadjimichalis;,1997,20,10,"",,"Other"
"From Populist Vote to the Post-Communist Victory in Poland: Regional Differences",Arnoud Lagendijk;Reiner Martin;Mathias Schulze Steinen;Anna Bull;Susan Milner;Adrian Smith;Dimitri Economou;Wisla Surazska;Roger Bivand;Russell King;Pertti Koistinen;Mark Wise;Philip Crang;Stephen Syrett;Leigh Sparks;Costis Hadjimichalis;,1997,8,3,"",,"Other"
"The Politics of Partnership: The Role of Social Partners in Local Economic Development in Portugal",Stephen Syrett;Allan M. Williams;Russell King;Tony Warnes;Stephen Graham;Ricardo Mendez;Inmaculada Caravaca;Franz Tödtling;Sheela Agarwal;Mireia Belil;Andy C. Pratt;Keith Salmon;Mike Rawlinson;Michael Taylor;,1997,65,36,"In the production of a dominant ideology for local economic policy, concepts of partnership currently play a key role. However, conceptualizations of partnership which inform the policy process are often weakened by a failure to recognize the unequal power relations between social partners, as well as by implicit assumptions of the existence of a range of partners available to be drawn into the local development process. This article explores current dominant notions of partnership and forms of economic governance and the role of international organizations in promoting particular ideologies of partnership. Through analysis of recent experiences in Portugal, this article examines how in practice the development of partnerships has been heavily constrained by the underdeveloped nature of local social partners, plus the unequal power relations between local and central state organizations and other locally based institutions. It is argued that policies promoting partnership must recognize these inequalities between partners and show awareness of the need to build up local institutional capacities for promoting economic development. Such policies are required in order to construct a politics of partnership embedded in democratic and participative processes of local development and to avoid the domination of the local development process by restricted local and national interests.",,"Research Article"
"A Place in the Sun: International Retirement Migration from Northern to Southern Europe",Stephen Syrett;Allan M. Williams;Russell King;Tony Warnes;Stephen Graham;Ricardo Mendez;Inmaculada Caravaca;Franz Tödtling;Sheela Agarwal;Mireia Belil;Andy C. Pratt;Keith Salmon;Mike Rawlinson;Michael Taylor;,1997,61,160,"International retirement migration (IRM) is a significant feature of the changing map of Europe. It has important implications in terms of the redistribution of both health care and social costs, and incomes and wealth. This article considers four aspects of IRM. The first considers the limited literature on this under-researched topic and identifies the distinctiveness of both its international and European features. The second reviews the existing statistical data for north-south IRM in Europe, particularly from the UK to Italy, Malta, Portugal and Spain; it establishes both the scale and the geography of these migrations. In the third section we investigate some of the major influences on both the volume and the spatial pattern of IRM. Finally, in the fourth section, a brief review is presented of the economic, social and cultural implications of IRM for both the emigrants and their host communities.",,"Research Article"
"Liberalized Utilities, New Technologies and Urban Social Polarization: The UK Experience",Stephen Syrett;Allan M. Williams;Russell King;Tony Warnes;Stephen Graham;Ricardo Mendez;Inmaculada Caravaca;Franz Tödtling;Sheela Agarwal;Mireia Belil;Andy C. Pratt;Keith Salmon;Mike Rawlinson;Michael Taylor;,1997,61,25,"This article explores the urban social impacts of the radical liberalization and privatization of British utilities since the early 1 980s, and relates these impacts to broader shifts towards more socially fragmented cities. The article has three parts. The first part introduces the experimental political project through which British telecommunications, gas, water and electricity networks were privatized and liberalized during the 1980s. In the second part, the changing relationships between these key network utilities and the users of utility services are analysed and the broad logic of 'splintering networks' is identified. Three elements of this restructuring are explored: the 'rebalancing' of tariffs and cost-reflective pricing; the use of new metering technologies for 'cherry picking' affluent consumers while 'socially dumping' more marginal ones; and the development of new IT strategies for supporting the social construction of segmented markets. The concluding part of the article identifies the implications of the reorientation of utilities for social and spatial polarization within cities, and draws out implications for urban policy and research.",,"Research Article"
"Spatial Divisions of Labour and the New Inter-Regional Imbalance in Spain",Stephen Syrett;Allan M. Williams;Russell King;Tony Warnes;Stephen Graham;Ricardo Mendez;Inmaculada Caravaca;Franz Tödtling;Sheela Agarwal;Mireia Belil;Andy C. Pratt;Keith Salmon;Mike Rawlinson;Michael Taylor;,1997,45,10,"Restructuring of the productive system during recent decades, accompanied by rapid technological development, and parallel changes in modes of social and institutional regulation, define a new framework for the deep transformations that have characterized labour markets. However, individual territories react differently to these overall processes, according to their inherited structures (economic, sociodemographic, political and spatial), and the innovative capacities of their businesses, public bodies and social authorities. These factors contribute to a redistribution of the spatial division of labour. As a result, reference to national, regional and local labour markets has become commonplace in recent research, giving rise to controversies concerning, for example, their demarcation, thematic contents, the powers and factors which shape them, and dominant processes and trends. This article provides a framework for interpreting the features and the evolution of labour markets and then applies this to analysing tendencies in Spain's spatial division of labour.",,"Research Article"
"Strategic Reactions of Firms in Austrian Regions to Change in Central and Eastern Europe",Stephen Syrett;Allan M. Williams;Russell King;Tony Warnes;Stephen Graham;Ricardo Mendez;Inmaculada Caravaca;Franz Tödtling;Sheela Agarwal;Mireia Belil;Andy C. Pratt;Keith Salmon;Mike Rawlinson;Michael Taylor;,1997,18,0,"",,"Other"
"Regional Productivity Dynamics of Manufacturing in Greece",Alan Harding;Konstantinos A. Melachroinos;Nigel Spence;Tim Richardson;Ron Johnston;Charles Pattie;Ray Hudson;Mick Dunford;Douglas Hamilton;Richard Kotter;Adam Swain;Jan van Weesep;Roger Bivand;Gareth Shaw;Gillian Bristow;,1997,25,9,"Although employment change captures only one dimension of spatially uneven industrial growth, geographers have often tended to treat it as almost the exclusive indicator of regional performance. As a result, it is not infrequently the case that this more or less sole focus on employment, although valuable in itself, produces an incomplete and sometimes some what distorted view of spatial economic change. The case of regional manufacturing restructuring in Greece during the 1970s and 1980s provides an example of the problems that over-concentration on employment can involve. By jointly examining the evolution of employment together with output, and the consequent labour productivity in the regions of Greece, the existence of two distinct geographies of uneven industrial expansion becomes apparent. The prefectures gaining most in terms of employment are not necessarily those gaining most in output. Although locally focused case-studies are probably what is required for a full understanding of the different facets of regional accumulation processes, the parallel examination of these three parameters provides a general idea of the possible different spatial outcomes of manufacturing expansion. It is this latter focus that is the purpose of this article.",,"Research Article"
"The Trans-European Transport Network: Environmental Policy Integration in the European Union",Alan Harding;Konstantinos A. Melachroinos;Nigel Spence;Tim Richardson;Ron Johnston;Charles Pattie;Ray Hudson;Mick Dunford;Douglas Hamilton;Richard Kotter;Adam Swain;Jan van Weesep;Roger Bivand;Gareth Shaw;Gillian Bristow;,1997,43,46,"This article critically examines the integration of environmental policy in the European Union (EU), focusing on the development of Policy Guidelines for the trans-European transport network. Key events are charted by which the integration of environmental concerns came to hinge on a single contested issue-the adoption of Strategic Environmental Assessment (SEA). The success of SEA in achieving environmental-policy integration is evaluated. An important aspect of this approach is to explore how the hegemonic discourses in the EU shape the policy process, and condition the success or failure of environmental integration. The article reflects on current debates about ecological modernization in the EU, arguing that the institutional learning model is inappropriate, and suggesting that understanding ecological modernization as cultural politics may bring a clearer understanding of the constructed nature of environmental-policy integration.",,"Research Article"
"Uneven Development and Political Behaviour: An Analysis of Regional Variations in British Political Opinion in the MID-1990s",Alan Harding;Konstantinos A. Melachroinos;Nigel Spence;Tim Richardson;Ron Johnston;Charles Pattie;Ray Hudson;Mick Dunford;Douglas Hamilton;Richard Kotter;Adam Swain;Jan van Weesep;Roger Bivand;Gareth Shaw;Gillian Bristow;,1997,46,5,"Uneven development provides a spatial template within which political parties can mobilise support based on voters' feelings of relative well-being. In Great Britain, the two main political parties have traditionally based their appeals around the country's class cleavage, with Labour support concentrated among the relatively deprived groups and areas the two 'two nations' pattern. Recent decades have seen a weakening of this class alignment, with voters' choices increasingly reflecting their perceived economic situations, plus those of their local areas and the country as a whole. Nevertheless, as the analyses reported here for 1995-96 show, the traditional two 'two nations' cleavages remain strong elements of the country's electoral geography.",,"Research Article"
"Developing Regional Strategies for Economic Success: Lessons from Europe's Economically Successful Regions?",Alan Harding;Konstantinos A. Melachroinos;Nigel Spence;Tim Richardson;Ron Johnston;Charles Pattie;Ray Hudson;Mick Dunford;Douglas Hamilton;Richard Kotter;Adam Swain;Jan van Weesep;Roger Bivand;Gareth Shaw;Gillian Bristow;,1997,27,60,"",,"Other"
"Acknowledgement of Referees (Volumes 3 and 4)",Alan Harding;Konstantinos A. Melachroinos;Nigel Spence;Tim Richardson;Ron Johnston;Charles Pattie;Ray Hudson;Mick Dunford;Douglas Hamilton;Richard Kotter;Adam Swain;Jan van Weesep;Roger Bivand;Gareth Shaw;Gillian Bristow;,1997,0,0,"",,"Other"
"Introduction: Perspectives on Gender Inequality in European Employment",Diane Perrons;Lena Gonas;Diane Perrons;Elisabeth Buhler;Lena Gonas;Mireia Baylina;Maria Dolors Garcia-Ramon;Nota Kyriazis;Tim Coles;Michael P. Drury;Brian W. Ilbery;Joe Painter;Angus Cameron;;;,1998,28,13,"",,"Introduction"
"Maps of Meaning: Gender Inequality in the Regions of Western Europe",Diane Perrons;Lena Gonas;Diane Perrons;Elisabeth Buhler;Lena Gonas;Mireia Baylina;Maria Dolors Garcia-Ramon;Nota Kyriazis;Tim Coles;Michael P. Drury;Brian W. Ilbery;Joe Painter;Angus Cameron;Caedmon Staddon;Mo O'Toole;Ray Hudson;,1998,54,12,"Employment data from the REGIO database are mapped using a geographic information system. Orthodox mapping is considered to be a useful way of portraying the continuing universal nature of gender inequality in employment alongside the wide, national and regional variations in the extent of the inequality. The maps also illustrate the growing feminization of employment in western Europe and the rapidity with which gender roles are changing. However, while reference is made to the gendered welfare regimes, gender arrangements and differentiated patriarchy explanations of gender inequality, caution is urged in terms of drawing inferences from changing gender roles in employment to wider changes in gender relations.",,"Research Article"
"Economy, State or Culture?: Explanations for the Regional Variations in Gender Inequality in Swiss Employment",Diane Perrons;Lena Gonas;Diane Perrons;Elisabeth Buhler;Lena Gonas;Mireia Baylina;Maria Dolors Garcia-Ramon;Nota Kyriazis;Tim Coles;Michael P. Drury;Brian W. Ilbery;Joe Painter;Angus Cameron;Caedmon Staddon;Mo O'Toole;Ray Hudson;,1998,70,12,"The proportion of women in top socioeconomic groups (managerial and professional jobs) is, apart from the size of the wages gap between women and men, the best measure of the degree of gender inequality in paid work. While there has been a remarkable quantitative expansion in female labourmarket participation in Switzerland and elsewhere, the proportion of women in positions with high-level decision-making power remains small. This article analyses the regional variations in gender inequality in Swiss employment for two different spatial dimensions: (a) 106 labour-market regions; and (b) four types of regions according to their position in the centre-periphery hierarchy. The results show that the proportion of women in positions of authority is considerably higher in the French and Italian-speaking regions than in similar German-speaking regions. Do these variations result from different cultural norms and values in different parts of Switzerland concerning gender relations? Are the French and Italian-speaking parts characterized by a more egalitarian gender culture? Or are there different concepts of the role of the welfare state inside Switzerland? Do the French and Italian-speaking cantons for instance offer better public provision to facilitate women's paid work? Or do these variations between the linguistic regions mainly conceal economic structures, for example different sectoral or branch structures in employment? This article discusses and assesses the usefulness of these three different theoretical approaches for providing an explanation of regional variations in gender inequalities in Swiss employment.",,"Research Article"
"Has Equality Gone too Far?: On Changing Labour-Market Regimes and New Employment Patterns in Sweden",Diane Perrons;Lena Gonas;Diane Perrons;Elisabeth Buhler;Lena Gonas;Mireia Baylina;Maria Dolors Garcia-Ramon;Nota Kyriazis;Tim Coles;Michael P. Drury;Brian W. Ilbery;Joe Painter;Angus Cameron;Caedmon Staddon;Mo O'Toole;Ray Hudson;,1998,49,4,"The conditions for women's employment have changed profoundly in Sweden in the early 1990s. Employment rates are failing and unemployment rising. The changes are associated with a radical redirection of economic policy as economic stability has replaced full employment as the primary objective. Relatedly there has been a retraction and restructuring of the welfare state which plays a dual role as the facilitator of women's employment and their main labour market The implications for women of the simultaneous cuts in both of these spheres are investigated. The article explores the employment changes associated with this changing labour-market regime at national and regional levels. In particular, the implications of the new regime for women's ability to attain economic independence are studied by examining change on two key employment dimensions flexibility and stability.",,"Research Article"
"Homeworking in Rural Spain: A Gender Approach",Diane Perrons;Lena Gonas;Diane Perrons;Elisabeth Buhler;Lena Gonas;Mireia Baylina;Maria Dolors Garcia-Ramon;Nota Kyriazis;Tim Coles;Michael P. Drury;Brian W. Ilbery;Joe Painter;Angus Cameron;Caedmon Staddon;Mo O'Toole;Ray Hudson;,1998,22,16,"An increasing internationalization of economic activities in recent decades has led to relocation and restructuring of work processes in many parts of the world and in different sectors of the economy in labour-intensive industries. The search for greater flexibility in the labour market has enhanced the importance of 'atypical' work often falling within the so-called 'informal economy', in which female labour is prominent but can scarcely be traced in statistical records. A clear example of this restructuring in Southern Europe is industrial homeworking, which is carried out mainly by women within the context of the underground economy. In this article we try to shed light on the nature and function of women's industrial homeworking in different rural areas of Spain Catalonia, Valencia, Andalusia and Galicia - where economic restructuring has been particularly strong. While the type of work and the way home working is combined with other activities to boost household incomes varies between the regions, many of the women interviewees report similar experiences of homeworking, both positive and negative. In each case-study, however, it is clear that the choice to engage in homeworking is highly constrained. It is shaped by the restrictions deriving from gender roles and relations within the family and by the regional context.",,"Research Article"
"Women'S Employment and Gender Relations in Greece: Forces of Modernization and Tradition",Diane Perrons;Lena Gonas;Diane Perrons;Elisabeth Buhler;Lena Gonas;Mireia Baylina;Maria Dolors Garcia-Ramon;Nota Kyriazis;Tim Coles;Michael P. Drury;Brian W. Ilbery;Joe Painter;Angus Cameron;Caedmon Staddon;Mo O'Toole;Ray Hudson;,1998,26,38,"The purpose of this article is to examine the extent to which the modernizing changes experienced in Greece in the postwar period are reflected in more equitable gender relations. The analysis indicates that although Greece has become one of the most progressive countries with respect to women's legal status, this is not necessarily reflected in behavioural changes at the interpersonal level. The influx of Greek women in the labour market is a necessary prerequisite, but not a sufficient condition, for the development of a new gender contract. Given the persistence of traditional economic structures within which the family retains a significant role, women's involvement in paid employment does not in itself signify a transformation of gender relations. For a large proportion of Greek women, therefore, work may be viewed as the result of a family strategy for collective income procurement and not necessarily as an indicator of more liberal gender-role ideologies. The article concludes that it is vitally important to establish the meaning that work carries for women themselves, as well as others in their social environment, by supplementing statistical information with qualitative in-depth analyses.",,"Research Article"
"Transformation of the Retail Sector in Eastern Germany after Unification",Diane Perrons;Lena Gonas;Diane Perrons;Elisabeth Buhler;Lena Gonas;Mireia Baylina;Maria Dolors Garcia-Ramon;Nota Kyriazis;Tim Coles;Michael P. Drury;Brian W. Ilbery;Joe Painter;Angus Cameron;Caedmon Staddon;Mo O'Toole;Ray Hudson;,1998,18,6,"",,"Other"
"European Regional Unemployment Disparities: Convergence or Persistence?",Michelle Baddeley;Ron Martin;Peter Tyler;Ray Riley;Maria Tkocz;Steve Martin;Stefan Kratke;Brita Hermelin;David Brooksbank;David Pickernell;Leighton Morse;Michael Hebbert;Russell King;Judit Timir;Alfold Institute;Canan Balkir;Michael Keating;,1998,51,72,"The reduction of regional unemployment disparities is a key prerequisite for the achievement of socioeconomic cohesion in an integrated European Union. This article examines recent trends in the evolution of regional unemployment disparities across a number of European member states to determine whether and how far this reduction is occurring. There is in fact little indication of any widespread convergence of regional unemployment rates. Instead, regional unemployment disparities across Europe appear to be characterized by a high degree of persistence. Furthermore, the evidence suggests that this persistence is an equilibrium phenomenon rather than the result of prolonged disequilibrium in regional labour markets.",,"Research Article"
"Coal Mining in Upper Silesia under Communism and Capitalism",Michelle Baddeley;Ron Martin;Peter Tyler;Ray Riley;Maria Tkocz;Steve Martin;Stefan Kratke;Brita Hermelin;David Brooksbank;David Pickernell;Leighton Morse;Michael Hebbert;Russell King;Judit Timir;Alfold Institute;Canan Balkir;Michael Keating;,1998,52,20,"Arguing that models of the evolution of coal production pay insufficient attention to the economic, political and social environment external to the mine, this article analyses changes in the Upper Silesian coal-mining industry during communism and after within a top-down, bottom-up framework. Three spatial scales are recognized: macro, meso and micro. Prior to the soft revolution of 1989, the Soviet model of heavy industrialization and international trading conditions were important issues, while at the national scale the government structured the industry and gave miners a special place in Polish society. Coal pro-duction could also be related to political vicissitudes. At the local scale the spatial characteristics of the industry strongly correlated with geology, bottom-up forces being weak The international collapse of communism fundamentally changed the fortunes of the industry, but despite the free market, the government continues to exercise considerable influence. Bottom-up forces are now more important, the col- lieries having a degree of autonomy, while the devolution of considerable political power to the counties has led to the enforcement of environmen- tal protection regulations.",,"Research Article"
